epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,546.894,0.64672,0.593,1.00548,0.85725,0.77658,0.84589,0.70432,0.64505,0.63795,0.97082,0.000742625,0.000742625,0.000742625
43,651.368,0.64604,0.58455,0.99456,0.83491,0.79028,0.84649,0.70871,0.65108,0.63567,0.97348,0.00073025,0.00073025,0.00073025
44,752.441,0.61657,0.55959,0.98424,0.8876,0.76963,0.85972,0.73187,0.60132,0.58358,0.96883,0.000717875,0.000717875,0.000717875
45,858.635,0.61768,0.55601,0.98036,0.87522,0.7891,0.87194,0.73342,0.61025,0.55871,0.96548,0.0007055,0.0007055,0.0007055
46,963.711,0.58546,0.53398,0.97249,0.8846,0.76344,0.84033,0.71109,0.60531,0.58612,0.95346,0.000693125,0.000693125,0.000693125
47,1071.82,0.58644,0.51645,0.97803,0.88983,0.76741,0.86423,0.72957,0.61201,0.5744,0.95935,0.00068075,0.00068075,0.00068075
48,1177.08,0.59088,0.54198,0.9844,0.87288,0.77976,0.86857,0.73232,0.62168,0.57917,0.96788,0.000668375,0.000668375,0.000668375
49,1284.58,0.59056,0.52005,0.97612,0.88649,0.79085,0.86509,0.73073,0.63904,0.58474,0.97191,0.000656,0.000656,0.000656
50,1396.97,0.60521,0.51911,0.97728,0.87651,0.78628,0.86753,0.73538,0.61799,0.58051,0.96086,0.000643625,0.000643625,0.000643625
51,1505.79,0.58301,0.49933,0.97069,0.85811,0.78448,0.85483,0.73179,0.59242,0.58265,0.94262,0.00063125,0.00063125,0.00063125
52,1615.77,0.59784,0.50742,0.97087,0.88746,0.78726,0.86207,0.74404,0.59898,0.56963,0.93981,0.000618875,0.000618875,0.000618875
53,1725.53,0.58647,0.50934,0.96195,0.86918,0.77887,0.85982,0.73014,0.5895,0.57285,0.9476,0.0006065,0.0006065,0.0006065
54,1833.78,0.55156,0.49726,0.95415,0.86923,0.80041,0.88219,0.74437,0.57805,0.53409,0.95081,0.000594125,0.000594125,0.000594125
55,1939.63,0.53808,0.47543,0.96021,0.92284,0.77116,0.87536,0.74085,0.58729,0.53507,0.95347,0.00058175,0.00058175,0.00058175
56,2044.99,0.53831,0.46789,0.94717,0.87901,0.78172,0.85554,0.7315,0.60021,0.55675,0.95493,0.000569375,0.000569375,0.000569375
57,2149.65,0.55556,0.48983,0.96509,0.87669,0.76275,0.85354,0.73806,0.57118,0.55679,0.93664,0.000557,0.000557,0.000557
58,2255.2,0.54706,0.47109,0.95521,0.89279,0.77529,0.85226,0.73582,0.57085,0.55107,0.93562,0.000544625,0.000544625,0.000544625
59,2361.67,0.53588,0.44512,0.93122,0.88811,0.80086,0.87118,0.74291,0.57574,0.54228,0.94156,0.00053225,0.00053225,0.00053225
60,2464.65,0.53217,0.45903,0.95432,0.88673,0.77985,0.87317,0.75022,0.56539,0.54287,0.94675,0.000519875,0.000519875,0.000519875
61,2569.32,0.51552,0.44281,0.9372,0.87396,0.83057,0.88238,0.7467,0.5718,0.52822,0.962,0.0005075,0.0005075,0.0005075
62,2671.98,0.52469,0.45908,0.94806,0.88804,0.7978,0.87191,0.74518,0.56863,0.5565,0.95144,0.000495125,0.000495125,0.000495125
63,2776.1,0.50055,0.43646,0.93544,0.88851,0.80447,0.87047,0.74658,0.56841,0.55078,0.94588,0.00048275,0.00048275,0.00048275
64,2883.62,0.52495,0.44089,0.94946,0.90824,0.77898,0.86954,0.75228,0.56122,0.55124,0.93898,0.000470375,0.000470375,0.000470375
65,2985.87,0.49245,0.42349,0.92819,0.8962,0.80433,0.87429,0.75366,0.55207,0.53069,0.92908,0.000458,0.000458,0.000458
66,3089.03,0.50405,0.43129,0.93308,0.84875,0.80991,0.86978,0.75824,0.53051,0.53134,0.91505,0.000445625,0.000445625,0.000445625
67,3191.45,0.49515,0.41554,0.93026,0.89417,0.77973,0.87435,0.75858,0.53002,0.51331,0.9229,0.00043325,0.00043325,0.00043325
68,3293.52,0.4988,0.43041,0.93615,0.88356,0.80397,0.87776,0.75473,0.54737,0.54623,0.93717,0.000420875,0.000420875,0.000420875
69,3397.95,0.49459,0.41808,0.92893,0.89312,0.76743,0.86458,0.7428,0.55064,0.54267,0.93795,0.0004085,0.0004085,0.0004085
70,3500.6,0.48861,0.4077,0.91904,0.87977,0.79392,0.87864,0.75755,0.54376,0.5105,0.93803,0.000396125,0.000396125,0.000396125
71,3604.08,0.48288,0.39326,0.92153,0.90846,0.77192,0.87384,0.7571,0.54802,0.5283,0.93699,0.00038375,0.00038375,0.00038375
72,3709.34,0.47113,0.3816,0.91631,0.86885,0.83145,0.88785,0.76667,0.538,0.51482,0.93943,0.000371375,0.000371375,0.000371375
73,3812.72,0.47176,0.38769,0.92379,0.87894,0.80631,0.88308,0.76239,0.5399,0.51941,0.93867,0.000359,0.000359,0.000359
74,3921.05,0.46206,0.37749,0.9153,0.88397,0.8065,0.87972,0.7645,0.52243,0.52245,0.94452,0.000346625,0.000346625,0.000346625
75,4029.13,0.47347,0.38499,0.91131,0.86892,0.81777,0.87267,0.74917,0.53159,0.52291,0.94718,0.00033425,0.00033425,0.00033425
76,4138.02,0.49036,0.40645,0.92853,0.87086,0.79458,0.87592,0.75716,0.53388,0.52173,0.93896,0.000321875,0.000321875,0.000321875
77,4245.79,0.46976,0.38267,0.91166,0.91547,0.77396,0.86972,0.75312,0.52969,0.52733,0.9397,0.0003095,0.0003095,0.0003095
78,4353.58,0.48913,0.39089,0.92352,0.89142,0.7845,0.87,0.75218,0.53099,0.51983,0.93936,0.000297125,0.000297125,0.000297125
79,4461.02,0.46447,0.36954,0.91629,0.89641,0.80247,0.8766,0.7598,0.52599,0.52002,0.92535,0.00028475,0.00028475,0.00028475
80,4570.41,0.46563,0.37839,0.91633,0.90042,0.8068,0.88556,0.77352,0.52011,0.51366,0.92979,0.000272375,0.000272375,0.000272375
81,4675.18,0.43787,0.37292,0.91734,0.87876,0.82205,0.88053,0.76704,0.50728,0.51046,0.92303,0.00026,0.00026,0.00026
82,4784.06,0.43787,0.3638,0.90233,0.85622,0.82497,0.88261,0.76656,0.5049,0.50905,0.92645,0.000247625,0.000247625,0.000247625
83,4892.64,0.44634,0.37724,0.90823,0.86175,0.82307,0.88174,0.76863,0.51145,0.50729,0.92057,0.00023525,0.00023525,0.00023525
84,4998.3,0.44903,0.36927,0.91613,0.88199,0.81338,0.88477,0.76847,0.51322,0.50114,0.92566,0.000222875,0.000222875,0.000222875
85,5106.83,0.44664,0.36184,0.90225,0.87952,0.81638,0.88489,0.76328,0.51668,0.50535,0.93495,0.0002105,0.0002105,0.0002105
86,5215.4,0.43909,0.35406,0.90316,0.88745,0.80837,0.87916,0.76746,0.5203,0.49791,0.93545,0.000198125,0.000198125,0.000198125
87,5324.57,0.42368,0.35156,0.90462,0.90412,0.80803,0.87968,0.77103,0.51233,0.49771,0.93676,0.00018575,0.00018575,0.00018575
88,5429.72,0.4209,0.35166,0.90233,0.88404,0.82574,0.88728,0.77122,0.51056,0.49953,0.93285,0.000173375,0.000173375,0.000173375
89,5534.75,0.41144,0.34003,0.89464,0.90882,0.80231,0.88542,0.77416,0.5029,0.4969,0.9254,0.000161,0.000161,0.000161
90,5641.96,0.41602,0.33537,0.89716,0.93648,0.79188,0.88507,0.77489,0.49672,0.49391,0.92246,0.000148625,0.000148625,0.000148625
91,5763.56,0.34434,0.28345,0.82416,0.89356,0.81299,0.88155,0.76019,0.5174,0.49538,0.94032,0.00013625,0.00013625,0.00013625
92,5884.78,0.35149,0.28488,0.83185,0.90905,0.79452,0.88099,0.76391,0.51636,0.50291,0.95047,0.000123875,0.000123875,0.000123875
93,5996.42,0.35958,0.28868,0.83831,0.91059,0.79376,0.88705,0.76557,0.51301,0.50667,0.94984,0.0001115,0.0001115,0.0001115
94,6109.74,0.3359,0.2721,0.82906,0.9156,0.79518,0.88661,0.76453,0.50755,0.50489,0.94738,9.9125e-05,9.9125e-05,9.9125e-05
95,6221.32,0.34306,0.27507,0.83764,0.92113,0.7859,0.88646,0.76764,0.50007,0.49288,0.94064,8.675e-05,8.675e-05,8.675e-05
96,6332.2,0.32779,0.26533,0.81936,0.92344,0.78951,0.88917,0.77299,0.50224,0.48946,0.94057,7.4375e-05,7.4375e-05,7.4375e-05
97,6442.76,0.33166,0.2656,0.82487,0.87923,0.82347,0.88706,0.77034,0.49667,0.49037,0.93728,6.2e-05,6.2e-05,6.2e-05
98,6553.27,0.33004,0.2591,0.82884,0.85885,0.83544,0.88493,0.77045,0.49431,0.48538,0.94019,4.9625e-05,4.9625e-05,4.9625e-05
99,6661.86,0.32824,0.25888,0.83027,0.83966,0.85446,0.88514,0.77002,0.49404,0.49154,0.93965,3.725e-05,3.725e-05,3.725e-05
100,6769.26,0.31631,0.25643,0.82465,0.92373,0.78127,0.8865,0.77183,0.49318,0.49194,0.93769,2.4875e-05,2.4875e-05,2.4875e-05
